指标名称,中国:iCPI:总指数:日环比,中国:iCPI:食品烟酒:日环比,中国:iCPI:衣着:日环比,中国:iCPI:居住:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:交通和通信:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:其他用品和服务:日环比,中国:中间价:美元兑人民币,中间价:欧元兑人民币,USDCNH:即期汇率,美元兑日元,欧元兑美元,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,中国:SHIBOR:隔夜,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,GC001:收盘价,1年期国债收益率,上证综合指数,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,中国香港:政府债券收益率:3月,LIBOR:美元:3个月,美国:5年期盈亏平衡通胀率:非季调,英镑兑美元,美元指数,日元指数,日本:国债收益率:6月,日本:企业债有效收益率:综合,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,EURIBOR:6个月,韩国:国债收益率:3年,收盘价:美元兑韩元,韩国:KOSPI指数,印尼:日用商品现价:天然棕榈油:棉兰,印尼:日用商品现价:咖啡:棉兰,泰国:债券市场协会指数:总收益:政府债券指数,新加坡:国库券收益率:6个月,菲律宾:国债收益率:6个月,越南:国债收益率:1年,印度:国债收益率:3月,法国:国债收益率:1个月,德国:上市联邦证券利率期限结构:1年期,加拿大:基准债券收益率:5年,花旗美国经济意外指数,花旗欧洲经济意外指数,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,地缘政治风险指数,地缘政治行为指数,地缘政治威胁指数,收盘价:焦炭,期货收盘价(活跃合约):焦煤,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)","中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,出厂价:液化气(汽运):荆门石化,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,山东:库提价:港口内贸燃料油(4#船用),运价:液化气(压力货):华南-海防港,黎城:价格(干基含税):铁精粉(66%),"中国:价格:螺纹钢(HRB400,20mm)","武汉:价格:热轧板卷(Q235B,3.0mm)",山东:价格:方坯(Q235),唐山:市场价(不含税):废钢(6-8mm),中国进口干散货运价指数:综合指数,波罗的海干散货指数(BDI),原油运输指数(BDTI),成品油运输指数(BCTI),中国进口干散货运价指数:综合指数,中国进口原油运价指数:综合指数,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,中国:水泥价格指数,南华工业品指数,南华综合指数,南华金属指数,南华能化指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:出口价格指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:聚氯乙烯:上游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:开工率:聚氯乙烯,中国:华东:开工率:聚氯乙烯:下游,中国:开工率:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:开工率:电炉,中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国出口集装箱运价指数:综合指数,中国:开工率:汽车轮胎(半钢胎),中国:开工率:汽车轮胎(全钢胎),中国:开工率:乙二醇(非乙烯法),中国:开工率:甲醇,中国:开工率:苯乙烯,中国:开工率:纯碱,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:石油沥青装置,中国:开工率:尿素,中国进口集装箱运价指数:综合指数,,
2021M11,0.0710 ,0.1217 ,0.1681 ,0.0283 ,0.1380 ,0.0172 ,-0.0058 ,0.0633 ,0.0665 ,6.3949 ,7.2960 ,6.3892 ,13.9940 ,1.1403 ,14.3897 ,11.9813 ,1.9249 ,2.4143 ,2.2828 ,2.5640 ,2.3311 ,"3,539.3721 ","4,428.6667 ","6,312.6000 ",0.0909 ,0.1592 ,2.9843 ,1.3444 ,95.3637 ,96.9687 ,-0.1197 ,0.3470 ,-0.7463 ,-0.5337 ,1.9462 ,"1,183.9033 ","2,964.7487 ","20,107.2000 ","107,926.1667 ",315.0903 ,0.4340 ,1.4997 ,0.5827 ,3.5690 ,-0.8651 ,-0.7993 ,1.4577 ,15.9833 ,-39.9500 ,-18.3867 ,-9.6833 ,-19.5900 ,85.2120 ,44.3516 ,118.9357 ,"2,858.4833 ","2,116.7500 ","2,960.0000 ",392.5667 ,80.2430 ,77.9877 ,"5,738.3333 ","3,380.0000 ","8,656.6667 ","5,053.3333 ",63.6667 ,"1,111.5000 ","4,878.5667 ","5,143.3333 ","4,539.0333 ","3,091.1333 ","1,459.9737 ","2,767.1333 ",787.0000 ,598.6000 ,"1,459.9737 ",715.4590 ,"1,775.4670 ","1,459.9737 ",208.6723 ,"3,098.1647 ","1,927.5070 ","4,977.5073 ","1,609.1087 ",104.2950 ,104.2950 ,99.8200 ,104.4450 ,104.3100 ,93.9850 ,100.0075 ,100.4300 ,102.4425 ,94.7800 ,103.6350 ,101.6700 ,103.1175 ,100.0000 ,101.8550 ,100.0000 ,100.3250 ,108.0050 ,98.3250 ,99.6125 ,103.9650 ,100.5000 ,101.4425 ,101.3700 ,50.0000 ,101.5250 ,100.0000 ,101.1000 ,99.2725 ,102.8425 ,97.3400 ,98.2200 ,99.9400 ,103.1700 ,100.7025 ,39.7325 ,56.6350 ,67.9500 ,81.5000 ,54.7500 ,68.0000 ,75.1275 ,59.7500 ,53.5975 ,61.5325 ,60.8975 ,56.6350 ,67.9500 ,"3,240.7175 ",59.9975 ,64.1100 ,33.6575 ,69.1600 ,72.7000 ,76.3575 ,77.9725 ,59.8325 ,39.7250 ,60.6825 ,"1,400.5575 ",,
2021M12,0.0414 ,0.0359 ,0.0200 ,0.0037 ,0.0296 ,0.2288 ,-0.0623 ,-0.0037 ,0.1085 ,6.3706 ,7.1991 ,6.3748 ,13.8902 ,1.1304 ,14.5194 ,11.9635 ,1.8915 ,2.3946 ,2.5205 ,2.7584 ,2.3272 ,"3,626.6474 ","4,095.2581 ","5,861.2258 ",0.1846 ,0.2065 ,2.7416 ,1.3309 ,96.2268 ,97.3784 ,-0.1088 ,0.3283 ,-0.7094 ,-0.5448 ,1.8014 ,"1,183.9484 ","2,989.4532 ","19,365.4194 ","114,709.5806 ",315.4352 ,0.5277 ,1.3919 ,0.6615 ,3.5790 ,-1.0440 ,-0.7503 ,1.2961 ,27.0065 ,14.6516 ,19.4000 ,19.5742 ,-9.4194 ,100.0779 ,47.1409 ,148.5593 ,"2,956.8871 ","2,111.4032 ","2,960.0000 ",339.5806 ,74.5490 ,71.5945 ,"5,175.1613 ","3,056.7742 ","8,003.2258 ","5,000.0000 ",63.0000 ,"1,027.9677 ","4,820.6774 ","5,095.4839 ","4,397.6452 ","3,202.0968 ","1,399.1745 ","2,719.8094 ",774.2610 ,762.1730 ,"1,399.1745 ",659.0752 ,"1,731.3429 ","1,399.1745 ",192.3468 ,"3,138.7852 ","1,943.1626 ","5,279.8410 ","1,576.6200 ",103.6450 ,103.6450 ,98.7725 ,103.0800 ,105.7225 ,93.9800 ,100.2775 ,99.1175 ,100.8025 ,94.7800 ,102.2325 ,101.6700 ,102.6600 ,100.0000 ,102.1150 ,100.0000 ,98.5650 ,110.2125 ,99.6025 ,99.6725 ,104.6100 ,100.5000 ,100.9500 ,101.3700 ,50.0000 ,100.3075 ,100.0000 ,102.5400 ,99.7100 ,101.2375 ,97.3400 ,101.6875 ,99.9675 ,103.3600 ,99.8775 ,32.9480 ,60.0060 ,67.0580 ,82.0000 ,55.0000 ,68.0000 ,74.7600 ,63.0000 ,51.0060 ,61.5440 ,58.5520 ,60.0060 ,67.0580 ,"3,265.4060 ",63.4780 ,63.1640 ,40.0640 ,71.7740 ,75.6400 ,81.2560 ,81.1140 ,50.5840 ,35.1000 ,63.5380 ,"1,416.0540 ",,
2022M1,0.0894 ,0.0161 ,0.0749 ,0.0034 ,0.0568 ,0.5152 ,-0.0059 ,0.0281 ,0.0374 ,6.3620 ,7.2021 ,6.3625 ,14.8402 ,1.1320 ,14.4543 ,12.2398 ,1.9284 ,2.4254 ,2.3214 ,2.5726 ,2.1401 ,"3,530.9665 ","3,370.0000 ","5,305.0645 ",0.1633 ,0.2540 ,2.7987 ,1.3551 ,95.9478 ,96.3505 ,-0.0931 ,0.3813 ,-0.6311 ,-0.5277 ,2.0613 ,"1,195.9645 ","2,859.1687 ","19,906.5161 ","114,979.3871 ",312.6547 ,0.5213 ,1.1741 ,0.6691 ,3.6529 ,-0.6487 ,-0.6832 ,1.5545 ,-0.1065 ,43.4484 ,32.0613 ,22.4452 ,13.4613 ,130.1121 ,63.5276 ,185.4585 ,"3,041.0000 ","2,271.1371 ","2,960.0000 ",397.0968 ,85.0010 ,82.6687 ,"5,688.0645 ","3,113.8710 ","8,440.8602 ","5,000.0000 ",57.6774 ,"1,105.3548 ","4,777.0484 ","5,078.3468 ","4,419.5484 ","3,374.1613 ","1,093.7834 ","1,796.7713 ",699.9326 ,597.0850 ,"1,093.7834 ",608.9997 ,"1,206.6130 ","1,093.7834 ",163.9470 ,"3,164.9900 ","1,943.1394 ","5,287.5771 ","1,598.2280 ",102.6667 ,102.6667 ,100.7667 ,101.8867 ,103.1667 ,93.9800 ,100.2700 ,98.8967 ,101.4600 ,94.7800 ,100.8167 ,101.6700 ,100.2900 ,100.0000 ,103.0833 ,100.0000 ,99.2533 ,108.6467 ,99.1900 ,100.1433 ,104.1333 ,100.5000 ,100.2833 ,101.3700 ,50.0000 ,100.4900 ,100.0000 ,104.1400 ,96.0933 ,101.2233 ,97.3400 ,102.3800 ,99.9433 ,102.7000 ,99.3267 ,72.7800 ,69.9200 ,80.2475 ,82.0000 ,41.5000 ,52.7500 ,76.3850 ,46.2500 ,47.3475 ,57.0825 ,42.7900 ,69.9200 ,80.2475 ,"3,510.8250 ",53.6000 ,45.8300 ,44.6800 ,78.4575 ,80.2375 ,82.6225 ,84.6925 ,50.2200 ,30.4800 ,66.0700 ,"1,429.6525 ",,
2022M2,-0.0105 ,0.0222 ,0.0292 ,0.0102 ,0.0134 ,-0.1950 ,0.0229 ,0.0150 ,0.0306 ,6.3500 ,7.1926 ,6.3422 ,15.2075 ,1.1341 ,14.2116 ,11.8524 ,2.0400 ,2.4095 ,2.2584 ,2.2896 ,1.9719 ,"3,450.4457 ","8,476.5714 ","11,472.6786 ",0.1873 ,0.4383 ,2.8768 ,1.3535 ,96.0283 ,95.9614 ,-0.0805 ,0.4243 ,-0.6468 ,-0.4753 ,2.2769 ,"1,198.2518 ","2,722.7657 ","22,691.0179 ","120,117.7857 ",311.6400 ,0.6343 ,1.1431 ,0.8523 ,3.7725 ,-0.6463 ,-0.6368 ,1.7200 ,9.9643 ,54.2000 ,32.2179 ,25.9286 ,33.3321 ,213.1959 ,104.8532 ,317.1632 ,"3,179.7857 ","2,452.3036 ","2,960.0000 ",420.0000 ,93.8089 ,91.8700 ,"5,894.2857 ","3,716.7857 ","9,789.2857 ","5,191.0714 ",48.0000 ,"1,200.8571 ","4,923.7679 ","5,232.1875 ","4,647.5357 ","3,483.7857 ","1,227.8790 ","1,843.8929 ",777.7500 ,653.1071 ,"1,227.8790 ",627.4404 ,"1,425.6115 ","1,227.8790 ",168.9508 ,"3,548.0330 ","2,176.9828 ","5,850.8392 ","1,808.5157 ",102.7308 ,102.7308 ,100.1546 ,101.7108 ,104.3283 ,93.9800 ,100.4250 ,102.3233 ,101.7200 ,94.7800 ,101.2096 ,101.6700 ,102.6513 ,100.0000 ,102.1092 ,100.0000 ,99.5292 ,110.3308 ,100.1113 ,100.0204 ,104.0542 ,100.5000 ,100.8454 ,101.3700 ,50.0000 ,100.7425 ,100.0000 ,105.2338 ,95.3679 ,100.7492 ,97.3400 ,102.6338 ,99.9417 ,102.7013 ,100.0471 ,70.1900 ,65.4450 ,76.1650 ,82.0000 ,27.0000 ,35.0000 ,79.7700 ,37.0000 ,46.3367 ,56.6167 ,41.0250 ,65.4450 ,76.1650 ,"3,504.5600 ",31.4350 ,24.4325 ,55.8867 ,77.7833 ,78.7333 ,84.4267 ,75.9333 ,41.7967 ,25.3333 ,70.5733 ,"1,461.4200 ",,
2022M3,0.0334 ,0.0254 ,0.0161 ,0.0061 ,0.0218 ,0.0956 ,0.0092 ,0.0906 ,-0.0099 ,6.3473 ,6.9879 ,6.3587 ,18.7209 ,1.1001 ,14.7090 ,12.3406 ,1.9645 ,2.3683 ,2.3462 ,2.2831 ,2.1556 ,"3,284.6560 ","12,594.1290 ","8,406.2258 ",0.2136 ,0.8435 ,3.4226 ,1.3156 ,98.5602 ,94.3027 ,-0.0744 ,0.4639 ,-0.6639 ,-0.4172 ,2.3560 ,"1,221.5823 ","2,695.1623 ","27,855.9516 ","109,175.0484 ",308.8672 ,0.8445 ,1.4383 ,1.6017 ,3.7987 ,-0.7431 ,-0.6274 ,1.9794 ,52.5452 ,50.4935 ,67.6677 ,41.3710 ,42.6645 ,306.9907 ,246.6469 ,387.5732 ,"3,648.5484 ","2,995.5484 ","2,960.0000 ",441.0000 ,111.6000 ,108.5200 ,"6,825.1613 ","4,482.9032 ","10,397.4194 ","6,019.3548 ",49.2903 ,"1,254.9677 ","4,974.0968 ","5,354.1935 ","4,757.3226 ","3,466.5806 ","1,610.7929 ","2,474.9677 ","1,271.0645 ",987.3548 ,"1,610.7929 ",787.8648 ,"2,048.1729 ","1,610.7929 ",171.7994 ,"3,921.2635 ","2,403.3590 ","6,310.1319 ","2,010.3784 ",102.7950 ,102.7950 ,99.5425 ,101.5350 ,105.4900 ,93.9800 ,100.5800 ,105.7500 ,101.9800 ,94.7800 ,101.6025 ,101.6700 ,105.0125 ,100.0000 ,101.1350 ,100.0000 ,99.8050 ,112.0150 ,101.0325 ,99.8975 ,103.9750 ,100.5000 ,101.4075 ,101.3700 ,50.0000 ,100.9950 ,100.0000 ,106.3275 ,94.6425 ,100.2750 ,97.3400 ,102.8875 ,99.9400 ,102.7025 ,100.7675 ,76.3800 ,70.1925 ,82.2150 ,82.0000 ,41.5000 ,57.5000 ,81.6475 ,64.0000 ,54.9250 ,59.6150 ,66.5075 ,70.1925 ,82.2150 ,"3,332.6500 ",69.6520 ,57.4480 ,56.6225 ,81.3950 ,75.2600 ,87.6080 ,76.7140 ,57.6760 ,26.5200 ,70.7667 ,"1,447.0780 ",,
2022M4,0.0358 ,0.0269 ,0.0040 ,0.0109 ,0.0152 ,0.1160 ,0.0876 ,-0.0435 ,0.0827 ,6.4216 ,6.9522 ,6.4479 ,26.3402 ,1.0808 ,14.9182 ,12.2612 ,1.5250 ,2.1029 ,1.9787 ,1.8302 ,2.1182 ,"3,152.8641 ","5,381.4667 ","6,660.9333 ",0.1958 ,1.1024 ,3.3173 ,1.2937 ,100.6467 ,89.2123 ,-0.0980 ,0.5021 ,-0.5713 ,-0.3108 ,2.9436 ,"1,234.5656 ","2,703.4322 ","25,618.3636 ","110,490.6864 ",298.4932 ,1.2683 ,1.5941 ,1.9721 ,3.9427 ,-0.6720 ,-0.3667 ,2.6180 ,56.8433 ,37.0533 ,72.5400 ,45.2600 ,37.4178 ,188.6649 ,182.2734 ,219.6105 ,"3,914.8056 ","3,095.6750 ","2,960.0000 ",486.7611 ,106.0112 ,101.8303 ,"6,333.6667 ","5,098.0000 ","9,271.6667 ","6,004.4444 ",49.6000 ,"1,334.6333 ","5,111.9056 ","5,296.5000 ","4,829.5000 ","3,533.4667 ","1,525.1654 ","2,217.0000 ","1,519.8000 ","1,030.7667 ","1,525.1654 ",939.9689 ,"1,781.2674 ","1,525.1654 ",171.0927 ,"3,991.4868 ","2,466.0604 ","6,557.2592 ","2,012.5419 ",101.2950 ,101.2950 ,99.3750 ,100.5200 ,106.5050 ,93.9800 ,100.4575 ,106.7625 ,101.6650 ,94.7800 ,101.6850 ,101.6700 ,107.2125 ,100.0000 ,100.0875 ,100.0000 ,99.5075 ,112.1350 ,101.3025 ,99.9100 ,100.8375 ,100.5000 ,101.0175 ,101.3700 ,50.0000 ,100.6325 ,100.0000 ,102.3975 ,94.5900 ,101.2075 ,97.3400 ,103.1550 ,99.9400 ,101.3650 ,100.0125 ,74.4500 ,73.3820 ,82.5320 ,81.2000 ,40.0000 ,56.0000 ,79.6360 ,64.0000 ,55.2700 ,60.9780 ,65.0760 ,73.3820 ,82.5320 ,"3,131.5320 ",67.1625 ,55.0600 ,53.5900 ,79.4320 ,74.0750 ,88.1475 ,65.0025 ,53.1425 ,24.9250 ,72.2433 ,"1,437.5450 ",,
2022M5,0.0263 ,0.0251 ,0.0213 ,0.0055 ,0.0733 ,0.0455 ,0.0273 ,0.0355 ,-0.0174 ,6.6954 ,7.0807 ,6.7211 ,28.8153 ,1.0582 ,15.0345 ,11.8944 ,1.4199 ,1.9179 ,1.7690 ,1.6808 ,2.0481 ,"3,086.8169 ","5,606.0645 ","6,810.6129 ",0.2776 ,1.4708 ,3.0268 ,1.2456 ,103.0904 ,89.4339 ,-0.0999 ,0.5086 ,-0.3922 ,-0.1441 ,3.0222 ,"1,268.0495 ","2,632.1501 ","26,100.8094 ","108,285.1100 ",286.9539 ,1.6135 ,1.7513 ,2.0901 ,4.7339 ,-0.6873 ,-0.1342 ,2.7348 ,-4.0645 ,23.7290 ,-7.6839 ,22.5516 ,25.4441 ,138.1423 ,137.7914 ,161.5990 ,"3,420.8172 ","2,647.3387 ","2,960.0000 ",497.0323 ,111.3701 ,109.5800 ,"6,571.2903 ","5,357.4194 ","9,230.6452 ","6,000.0000 ",52.0000 ,"1,291.3871 ","4,928.1720 ","5,037.2043 ","4,638.1290 ","3,475.2581 ","1,754.7515 ","2,913.7097 ","1,144.2581 ","1,425.9032 ","1,754.7515 ",765.7476 ,"2,130.2746 ","1,754.7515 ",164.4425 ,"3,921.0267 ","2,443.1995 ","6,224.3637 ","2,027.4873 ",101.4100 ,101.4100 ,104.7600 ,101.3380 ,105.2083 ,93.9800 ,100.8800 ,106.7900 ,101.2633 ,94.7800 ,103.0583 ,101.6700 ,106.8450 ,100.0000 ,101.4750 ,100.0000 ,99.3700 ,112.1400 ,100.8267 ,99.9100 ,101.0467 ,100.5000 ,100.4967 ,101.3700 ,50.0000 ,100.7150 ,100.0000 ,102.0950 ,94.5900 ,100.8683 ,97.3400 ,103.3150 ,99.9400 ,101.5140 ,99.9420 ,76.3175 ,77.5150 ,87.5575 ,80.2500 ,40.0000 ,56.0000 ,79.7925 ,64.0000 ,54.0950 ,63.6300 ,69.1075 ,77.5150 ,87.5575 ,"3,117.9350 ",56.8250 ,51.6200 ,47.8800 ,78.6325 ,73.5333 ,87.4733 ,63.4125 ,59.6875 ,24.7000 ,73.7200 ,"1,406.5133 ",,
2022M6,-0.0115 ,-0.0302 ,0.0211 ,0.0024 ,-0.0219 ,-0.0254 ,-0.0125 ,0.0092 ,0.0559 ,6.6986 ,7.0834 ,6.6978 ,34.1254 ,1.0563 ,15.5167 ,11.7717 ,1.4394 ,1.9674 ,1.8524 ,1.9659 ,2.0201 ,"3,291.7473 ","6,442.8333 ","7,155.8333 ",0.4907 ,1.9645 ,2.9053 ,1.2315 ,103.8874 ,86.0860 ,-0.1066 ,0.5467 ,0.0068 ,0.1580 ,3.4484 ,"1,277.6350 ","2,493.9253 ","24,408.7667 ","115,668.7667 ",290.1123 ,1.9910 ,2.0014 ,1.9442 ,5.0417 ,-0.6887 ,0.3177 ,3.2243 ,-57.0100 ,13.0267 ,-56.4233 ,-6.2867 ,21.5300 ,127.8085 ,111.3707 ,158.2118 ,"3,368.7333 ","2,626.3333 ","2,960.0000 ",406.4167 ,116.3473 ,114.0390 ,"6,148.3333 ","5,256.6667 ","9,813.3333 ","6,078.3333 ",49.2000 ,"1,246.3333 ","4,605.5000 ","4,708.1667 ","4,332.8000 ","3,202.2667 ","1,673.5648 ","2,418.5000 ","1,162.6000 ","1,582.5333 ","1,673.5648 ",825.9325 ,"1,891.2860 ","1,673.5648 ",150.5437 ,"3,913.4903 ","2,421.4852 ","6,085.1947 ","2,049.4550 ",101.4050 ,101.4050 ,103.2825 ,100.9650 ,105.7675 ,95.0550 ,100.8700 ,106.3875 ,101.4350 ,94.7800 ,102.5825 ,101.6700 ,107.2675 ,100.0000 ,105.0925 ,100.0000 ,99.7650 ,111.2550 ,101.1225 ,99.9025 ,100.8350 ,100.7975 ,100.5375 ,101.2750 ,56.2525 ,101.6475 ,99.9650 ,99.4800 ,95.1025 ,100.7050 ,97.6275 ,102.1850 ,100.0775 ,101.3275 ,99.9500 ,74.7725 ,76.6750 ,86.6000 ,77.0000 ,40.0000 ,53.7500 ,77.4025 ,58.2500 ,51.6275 ,59.8900 ,56.5700 ,76.6750 ,86.6000 ,"3,228.3725 ",64.2380 ,57.2000 ,44.1900 ,80.2100 ,66.3000 ,89.0940 ,53.1960 ,56.4920 ,27.5400 ,75.1967 ,"1,421.5960 ",,
2022M7,0.0035 ,0.0049 ,-0.0627 ,0.0107 ,0.0052 ,-0.0008 ,0.0134 ,0.0066 ,0.0305 ,6.7314 ,6.8669 ,6.7369 ,36.4010 ,1.0196 ,15.3982 ,11.7269 ,1.2227 ,1.8124 ,1.6603 ,1.6806 ,1.9360 ,"3,303.4883 ","5,095.4516 ","6,234.6452 ",1.2921 ,2.6092 ,2.5910 ,1.2015 ,106.7961 ,85.9100 ,-0.1749 ,0.5645 ,0.1117 ,0.4771 ,3.2380 ,"1,307.3710 ","2,365.2303 ","19,308.9355 ","110,756.5806 ",294.2572 ,2.5871 ,2.8352 ,2.1761 ,5.2990 ,-0.4434 ,0.1932 ,2.9997 ,-60.4323 ,-58.1258 ,-22.2258 ,-41.2871 ,24.7194 ,113.9033 ,95.6795 ,136.8601 ,"2,787.2742 ","2,100.0806 ","2,960.0000 ",269.6774 ,104.0590 ,99.5884 ,"5,855.1613 ","5,180.3226 ","9,451.6129 ","6,064.5161 ",51.6774 ,"1,170.2258 ","4,148.8710 ","4,043.2258 ","3,808.9032 ","2,612.6129 ","1,519.3123 ","2,079.8710 ","1,381.6774 ","1,387.6452 ","1,519.3123 ","1,036.6429 ","1,616.3635 ","1,519.3123 ",143.1916 ,"3,495.1797 ","2,126.4310 ","5,313.6871 ","1,850.9858 ",101.6580 ,101.6580 ,99.7020 ,101.2240 ,105.5020 ,104.0900 ,100.9540 ,108.8300 ,100.3760 ,94.6000 ,102.2760 ,101.6700 ,106.9380 ,100.0000 ,101.9500 ,100.0000 ,100.7980 ,101.4620 ,101.1860 ,100.1080 ,100.7780 ,102.7780 ,100.6160 ,100.4280 ,54.8460 ,106.3280 ,99.7080 ,99.6440 ,101.7520 ,100.4200 ,104.7440 ,102.2640 ,100.2600 ,101.1320 ,103.4120 ,66.0580 ,67.7920 ,76.8700 ,78.0800 ,41.8000 ,51.6000 ,76.8100 ,59.0000 ,43.9860 ,55.0280 ,50.0020 ,67.7920 ,76.8700 ,"3,239.6860 ",64.3500 ,57.7925 ,47.8160 ,75.1150 ,68.6250 ,79.7375 ,48.9650 ,54.8350 ,35.9500 ,69.8475 ,"1,392.8750 ",,
2022M8,-0.0054 ,0.0114 ,0.0242 ,0.0046 ,-0.0100 ,-0.0535 ,-0.0082 ,-0.0124 ,-0.0354 ,6.7942 ,6.8822 ,6.8159 ,35.5234 ,1.0115 ,15.2726 ,11.9948 ,1.1181 ,1.6583 ,1.5582 ,1.5874 ,1.7714 ,"3,246.2116 ","4,293.8710 ","6,577.6452 ",1.9622 ,2.9568 ,2.6842 ,1.1961 ,107.2252 ,86.8245 ,-0.1877 ,0.5623 ,0.3623 ,0.8387 ,3.2471 ,"1,319.8597 ","2,483.5410 ","16,040.0161 ","113,125.5484 ",299.6840 ,2.8139 ,3.1794 ,2.7468 ,5.5666 ,-0.2126 ,0.3994 ,3.0387 ,-26.8484 ,-46.7871 ,8.0742 ,-19.8871 ,26.7613 ,131.2840 ,111.8181 ,156.8210 ,"2,786.2742 ","2,070.6774 ","2,669.6774 ",257.9355 ,97.4406 ,91.4852 ,"5,579.6774 ","5,298.0645 ","9,600.0000 ","6,006.4516 ",50.0000 ,"1,047.9355 ","4,261.9355 ","4,091.2903 ","3,860.6129 ","2,767.7097 ","1,219.8810 ","1,379.5968 ","1,503.8710 ","1,347.9677 ","1,219.8810 ","1,228.7342 ","1,258.6248 ","1,219.8810 ",143.4519 ,"3,628.6113 ","2,208.1390 ","5,614.7984 ","1,882.8523 ",101.4325 ,101.4325 ,102.0875 ,99.0550 ,104.6725 ,99.4825 ,101.1325 ,102.6225 ,99.1550 ,98.1500 ,101.9775 ,101.6700 ,103.9075 ,100.0000 ,103.8450 ,100.0000 ,101.4625 ,103.8650 ,101.3800 ,100.3675 ,99.8550 ,99.9175 ,101.4925 ,100.5750 ,50.1850 ,103.1125 ,99.7900 ,99.8800 ,101.0600 ,100.4625 ,104.1675 ,101.6400 ,101.1875 ,100.9950 ,102.6400 ,63.9375 ,67.0900 ,76.0925 ,73.2500 ,45.0000 ,55.9375 ,72.2925 ,61.8750 ,45.7500 ,59.9175 ,55.2900 ,67.0900 ,76.0925 ,"3,033.6000 ",62.8600 ,57.8775 ,33.7200 ,71.2250 ,71.3450 ,73.6350 ,57.6650 ,62.9275 ,37.2200 ,63.7820 ,"1,382.1520 ",,
