指标名称,中国:社会消费品零售总额:当月同比,中国:CPI:当月同比,中国:PPI:全部工业品:当月同比,中国:工业增加值:规模以上工业企业:当月同比,中国:出口金额:当月同比,中国:进口金额:当月同比,固定资产投资完成额:累计同比,房地产开发投资完成额:累计同比,固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,中国:M2:同比,中国:社会融资规模:当月值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
更新时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M6,2.00,0.20,-0.80,5.30,8.45,-2.55,3.90,-10.10,9.50,7.70,6.20,32985.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M7,2.70,0.50,-0.80,5.10 ,6.93 ,6.67 ,3.60 ,-10.20 ,9.30 ,8.14 ,6.30 ,7707.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M8,2.10,0.60,-1.80,4.50 ,8.60 ,0.07 ,3.40 ,-10.20 ,9.10 ,7.87 ,6.30 ,30323.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M9,3.20,0.40,-2.80,5.40 ,2.35 ,0.16 ,3.40 ,-10.10 ,9.20 ,9.26 ,6.80 ,37635.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M10,4.80,0.30,-2.90,5.30 ,12.65 ,-2.29 ,3.40 ,-10.30 ,9.30 ,9.35 ,7.50 ,14120.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M11,3.00,0.20,-2.50,5.40 ,6.59 ,-3.88 ,3.30 ,-10.40 ,9.30 ,9.39 ,7.10 ,23288.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024M12,3.70,0.10,-2.30,6.20 ,10.70 ,0.93 ,3.20 ,-10.60 ,9.20 ,9.19 ,7.30 ,28507.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M01,4.00,0.50,-2.30,-11.11 ,6.00 ,-16.40 ,3.65 ,-10.20 ,9.10 ,9.57 ,7.00 ,70546.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M02,4.00,-0.70,-2.20,31.02 ,-3.00 ,1.50 ,4.10 ,-9.80 ,9.00 ,9.95 ,7.00 ,22375.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M03,5.90,-0.10,-2.50,7.70 ,12.30 ,-4.40 ,4.20 ,-9.90 ,9.10 ,11.50 ,7.00 ,58894.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M04,5.10,-0.10,-2.70,6.10 ,8.10 ,-0.30 ,4.00 ,-10.30 ,8.80 ,10.85 ,8.00 ,11599.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M05,6.4,-0.10,-3.30,5.80 ,4.80 ,-3.40 ,3.70 ,-10.70 ,8.50 ,10.42 ,7.90 ,22870.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M06,5.3987633,0.026516974,-2.4337173,9.156081,10.715192,0.69428825,3.9086733,-10.26653,8.891644,10.4484005,8.357535,26451.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M07,3.852835,0.005073071,-2.4751964,8.96684,10.582259,0.057455063,3.7587638,-10.282563,8.890028,10.802355,8.291613,39045.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M08,3.5152884,0.03698784,-2.3760052,9.334371,9.866151,-0.004610062,3.5597923,-10.242566,8.858769,10.932679,8.3804245,21501.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M09,3.7097979,0.09396392,-2.4087265,8.936795,11.017789,-0.14011192,3.4248145,-10.24293,8.84657,10.914294,8.462914,39260.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M10,4.1753373,0.024496794,-2.4417493,9.19996,10.487952,-0.023893356,3.3462882,-10.271059,8.943491,11.065607,8.485263,42425.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M11,4.9673915,-0.007432401,-2.464832,8.480653,11.550464,0.33349228,3.2359045,-10.365711,8.819511,10.940315,8.769627,28848.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025M12,4.898776,-0.06633282,-2.4490905,8.702235,10.717633,0.025373459,3.1826775,-10.37567,8.889221,10.846685,8.700003,37768.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
