指标名称,中国:社会消费品零售总额:当月同比,中国:CPI:当月同比,中国:PPI:全部工业品:当月同比,中国:工业增加值:规模以上工业企业:当月同比,中国:出口金额:当月同比,中国:进口金额:当月同比,固定资产投资完成额:累计同比,房地产开发投资完成额:累计同比,固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,中国:M2:同比,中国:社会融资规模:当月值,中国:开工率:电炉,银行间质押式回购加权利率:7天,加拿大:基准债券收益率:5年,菲律宾:国债收益率:6个月,越南:国债收益率:1年,义乌中国小商品指数:日用品类:价格指数,日元指数,中国:开工率:聚氯乙烯:上游,GC001:收盘价,中国:开工率:乙二醇(非乙烯法),义乌中国小商品指数:网上价格指数,中国香港:政府债券收益率:3月,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:总价格指数,中国:开工率:尿素,义乌中国小商品指数:辅料和包装类:价格指数,中国:开工率:螺纹钢:主要钢厂,花旗欧洲经济意外指数,收盘价:焦炭,地缘政治行为指数,义乌中国小商品指数:订单价格指数,新加坡:国库券收益率:6个月,义乌中国小商品指数:钟表眼镜类:出口价格指数,中国:开工率:纯碱,义乌中国小商品指数:日用品类:出口价格指数,1年期国债收益率,中国进口集装箱运价指数:综合指数,中国:水泥价格指数,中国出口集装箱运价指数:综合指数,义乌中国小商品指数:箱包类:价格指数,中国:iCPI:教育文化和娱乐:日环比,德国:上市联邦证券利率期限结构:1年期,义乌中国小商品指数:服装服饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,EURIBOR:6个月,韩国:KOSPI指数,中国:华北:开工率:聚氯乙烯:下游,成品油运输指数(BCTI),义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:玩具类:出口价格指数,"中国:价格:螺纹钢(HRB400,20mm)",义乌中国小商品指数:服装服饰类:价格指数,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,欧元兑美元,USDCNH:即期汇率,义乌中国小商品指数:护理及美容用品类:价格指数,中国:iCPI:其他用品和服务:日环比,印度:国债收益率:3月,印尼:日用商品现价:天然棕榈油:棉兰,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,中国:互联网搜索指数:找工作,美元指数,银行间同业拆借加权利率:7天,义乌中国小商品指数:辅料和包装类:出口价格指数,中国:iCPI:居住:日环比,义乌中国小商品指数:护理及美容用品类:出口价格指数,中国:iCPI:衣着:日环比,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,波罗的海干散货指数(BDI),山东:库提价:港口内贸燃料油(4#船用),义乌中国小商品指数:五金及电料类:出口价格指数,"武汉:价格:热轧板卷(Q235B,3.0mm)",义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,期货结算价(活跃合约):IPE布油,中国:开工率:线材:主要钢厂,义乌中国小商品指数:鞋类:价格指数,山东:价格:方坯(Q235),义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:五金及电料类:价格指数,中国:开工率:聚氯乙烯,韩国:国债收益率:3年,原油运输指数(BDTI),中国:iCPI:生活用品及服务:日环比,期货结算价(活跃合约):NYMEX轻质原油,地缘政治威胁指数,义乌中国小商品指数:电子电器类:价格指数,中国:iCPI:食品烟酒:日环比,花旗十国集团经济意外指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:华东:开工率:聚氯乙烯:下游,温州指数:温州地区民间融资综合利率,收盘价:美元兑韩元,中国:开工率:聚苯乙烯,英镑兑美元,远东干散货指数(FDI):运价指数,义乌中国小商品指数:工艺品类:价格指数,中国:iCPI:交通和通信:日环比,南华工业品指数,中国:开工率:石油沥青装置,地缘政治风险指数,义乌中国小商品指数:电子电器类:出口价格指数,远东干散货指数(FDI):综合指数,花旗美国经济意外指数,南华综合指数,期货收盘价(活跃合约):焦煤,中国:开工率:聚苯乙烯泡沫,中国:开工率:甲醇,LIBOR:美元:3个月,义乌中国小商品指数:体育娱乐用品类:出口价格指数,美元兑日元,印尼:日用商品现价:咖啡:棉兰,义乌中国小商品指数:文化办公用品类:价格指数,中国:中间价:美元兑人民币,中国:开工率:汽车轮胎(半钢胎),花旗新兴市场经济意外指数,中国:SHIBOR:隔夜,中国:iCPI:医疗保健:日环比,中国:互联网搜索指数:招聘,义乌中国小商品指数:针、纺织品类:出口价格指数,美国:5年期盈亏平衡通胀率:非季调,中国进口原油运价指数:综合指数,中国:华南:开工率:聚氯乙烯:下游,义乌中国小商品指数:文化办公用品类:出口价格指数,中国:开工率:汽车轮胎(全钢胎),运价:液化气(压力货):华南-海防港,泰国:债券市场协会指数:总收益:政府债券指数,上证综合指数,义乌中国小商品指数:出口价格指数,黎城:价格(干基含税):铁精粉(66%),中间价:欧元兑人民币,法国:国债收益率:1个月,南华能化指数,花旗中国经济意外指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",唐山:市场价(不含税):废钢(6-8mm),温州指数:温州地区民间融资综合利率:社会直接融资利率,义乌中国小商品指数:钟表眼镜类:价格指数,中国:开工率:苯乙烯,南华金属指数,日本:企业债有效收益率:综合,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)"
2022-02-01,6.70,0.90,8.80,12.80 ,5.09,11.36,12.20,3.70,20.90,8.61,9.20,12170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,-3.53,1.50,8.30,5.00 ,13.44,0.45,9.30,0.70,15.60,10.48,9.70,46565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,-11.10,2.10,8.00,-2.90 ,2.23,0.02,6.80,-2.70,12.20,8.26,10.50,9327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,-6.70,2.10,6.40,0.70 ,15.45,3.35,6.20,-4.00,10.60,8.16,11.10,28415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,3.10,2.50,6.10,3.90 ,15.38,-0.33,6.10,-5.40,10.40,9.25,11.40,51926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,2.70,2.70,4.20,3.80 ,16.42,1.23,5.70,-6.40,9.90,9.58,12.00,7785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,5.40,2.50,2.30,4.20 ,5.87,-0.57,5.80,-7.40,10.00,10.37,12.20,24712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,2.50,2.80,0.90,6.30 ,4.45,-0.45,5.90,-8.00,10.10,11.20,12.10,35411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,-0.50,2.10,-1.30,5.00 ,-1.84,-1.31,5.80,-8.80,9.70,11.39,11.80,9134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,-5.90,1.60,-1.30,2.20 ,-10.38,-11.14,5.30,-9.80,9.30,11.65,12.40,19837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,-1.80,1.80,-0.70,1.30 ,-12.59,-7.53,5.10,-10.00,9.10,11.52,11.80,13063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,0.85,2.10,-0.80,-9.79 ,-12.02,-21.08,5.30,-7.85,8.60,11.85,12.60,59956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,3.50,1.00,-1.40,18.77 ,-2.87,4.24,5.50,-5.70,8.10,12.18,12.90,31610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,10.60,0.70,-2.50,3.90 ,10.84,-2.02,5.10,-5.80,7.00,10.82,12.70,53867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,18.40,0.10,-3.60,5.60 ,7.11,-8.82,4.70,-6.20,6.40,9.80,12.40,12249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,12.70,0.20,-4.60,3.50 ,-7.56,-5.28,4.00,-7.20,6.00,9.53,11.60,15560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,3.10,0.00,-5.40,4.40 ,-12.38,-7.08,3.80,-7.90,6.00,10.15,11.30,42265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,2.50,-0.30,-4.40,3.70 ,-14.26,-12.15,3.40,-8.50,5.70,9.41,10.70,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,4.60,0.10,-3.00,4.50 ,-8.55,-7.19,3.20,-8.80,5.90,8.96,10.60,31279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,5.50,0.00,-2.50,4.50 ,-6.85,-6.25,3.10,-9.10,6.20,8.64,10.30,41326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-01,7.60,-0.20,-2.60,4.60 ,-6.61,3.03,2.90,-9.30,6.20,8.27,10.30,18441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-01,10.10,-0.50,-3.00,6.60 ,0.69,-0.56,2.90,-9.40,6.30,7.96,10.00,24554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01,7.40,-0.30,-2.70,6.80 ,2.15,0.29,3.00,-9.60,6.50,8.24,9.70,19326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,6.45,-0.80,-2.50,26.30 ,7.70,15.60,3.60,-9.30,7.95,8.60,8.70,64734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-01,5.50,0.70,-2.70,-12.70,6.25,-8.05,4.20,-9.00,9.40,8.96,8.70,14959.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,3.10,0.10,-2.80,4.50,-7.68,-1.99,4.50,-9.50,9.90,8.75,8.30,48335.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,2.30,0.30,-2.50,6.70,1.33,8.32,4.20,-9.80,9.70,7.78,7.20,-658.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,3.70,0.30,-1.40,5.60,7.41,2.14,4.00,-10.10,9.60,6.68,7.00,20623.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,2.00,0.20,-0.80,5.30,8.45,-2.55,3.90,-10.10,9.50,7.70,6.20,32985.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,2.70,0.50,-0.80,5.10,6.93,6.67,3.60,-10.20,9.30,8.14,6.30,7707.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,2.10,0.60,-1.80,4.50,8.60,0.07,3.40,-10.20,9.10,7.87,6.30,30323.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,3.20,0.40,-2.80,5.40,2.35,0.16,3.40,-10.10,9.20,9.26,6.80,37635.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,4.80,0.30,-2.90,5.30,12.65,-2.29,3.40,-10.30,9.30,9.35,7.50,14120.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,3.00,0.20,-2.50,5.40,6.59,-3.88,3.30,-10.40,9.30,9.39,7.10,23288.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,3.70,0.10,-2.30,6.20,10.70,0.93,3.20,-10.60,9.20,9.19,7.30,28507.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,4.00,0.50,-2.30,-11.11,6.00,-16.40,3.65,-10.20,9.10,9.57,7.00,70546.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,4.00,-0.70,-2.20,31.02,-3.00,1.50,4.10,-9.80,9.00,9.95,7.00,22375.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,5.90,-0.10,-2.50,7.70,12.30,-4.40,4.20,-9.90,9.10,11.50,7.00,58894.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,5.10,-0.10,-2.70,6.10,8.10,-0.20,4.00,-10.30,8.80,10.85,8.00,11591.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,5.298763,0.026517,-2.433717,9.156081,10.716196,0.693968,3.908673,-10.26653,8.891644,10.45083,8.357535,26451.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-01,3.852835,0.005073,-2.475196,8.96684,10.582466,0.057003,3.758764,-10.282563,8.890028,10.803592,8.291613,39045.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,,,,,,,,,,,,,63.667393,1.73273,2.802994,5.692451,2.2568781,100.510376,82.040596,75.10441,1.6866074,59.015736,106.82365,1.6150881,101.71212,101.00554,86.64019,103.99016,42.936195,3.3209229,1435.3386,160.05408,103.45961,2.167486,100.63161,84.58239,99.39853,1.4773743,703.26776,124.70459,1171.8574,106.733574,0.035941675,1.7547147,103.28465,5127.1514,2.0023224,2591.2156,51.202217,627.19916,107.32177,107.263916,3335.758,99.86493,3438.0847,8335.667,1.1067017,7.2324677,101.83092,0.14301595,23.159739,20033.643,1.8705548,2701.5095,100.627754,1.6713775,101.26697,-0.022181973,101.21814,-0.43732864,102.6861,106.24003,1361.1301,5209.07,100.00785,3407.3367,101.83657,99.31387,64.99914,47.38615,100.09132,3117.412,105.38509,104.544556,78.29391,2.2908936,1037.6161,-0.09382881,62.211002,182.61958,101.71349,-0.0458176,-3.9888191,52.13495,54.021637,13.244118,1399.4509,56.76336,1.3193012,951.25507,99.86412,0.105295345,3486.1516,33.227314,155.95238,102.143036,1029.0273,-8.004511,2403.3403,840.9975,60.485596,88.06513,4.984499,107.64628,143.45294,219610.75,101.21838,7.1976404,73.74414,13.8164835,1.6190673,0.022881567,3565.4048,51.404366,2.330108,1136.9089,54.446655,109.10099,58.746376,47.953125,353.57166,3340.55,103.4935,1056.091,7.9652734,1.9142396,1604.5499,32.599457,210.34229,2249.9558,10.018981,102.42522,71.851814,6187.378,0.98814684,1426.3717
2025-07-01,3.515288,0.036988,-2.376005,9.334371,9.865269,-0.005299,3.559792,-10.242566,8.858769,10.933804,8.380425,21501.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,,,,,,,,,,,,,63.248665,1.7098696,2.8118346,5.708966,2.2024288,100.52858,81.41816,74.77132,1.6516837,58.940933,106.55314,1.5985705,101.70172,101.10501,87.26957,102.788345,42.364456,-10.190018,1424.3708,147.25742,103.2568,2.116139,100.39889,83.96809,99.379814,1.4519764,708.7048,123.40285,1208.5737,106.22185,0.025593087,1.745162,102.77159,5088.5776,1.9502599,2605.9004,49.4712,638.712,108.351036,108.48256,3330.5227,99.86216,3326.818,8336.985,1.1059637,7.2262497,101.84081,0.14848745,14.40338,19957.457,1.8271564,3049.6719,100.71492,1.6571552,101.13436,-0.020262932,104.61314,-0.42558056,99.67461,106.072945,1357.0452,5201.2666,100.00169,3399.8064,101.217705,99.66907,65.64652,47.11972,100.14037,3112.786,105.17973,105.3338,77.919044,2.2818499,968.8916,-0.07084447,62.94393,157.52478,101.85566,-0.01973775,-5.949608,52.378273,52.54767,13.404793,1400.8546,56.548607,1.3209877,944.3706,99.99601,0.087946534,3499.6646,34.46681,140.04926,101.34458,1004.24915,-9.06332,2414.3848,824.51215,57.79223,86.25247,5.007616,105.49385,144.5596,220251.78,101.214745,7.1966286,74.24727,5.914098,1.5829107,0.011989489,3581.3403,52.630955,2.3243208,1102.8048,53.220306,109.29387,58.822227,47.88939,354.939,3297.2603,103.69521,1062.0452,7.9531593,1.8652254,1610.6304,12.304985,207.95496,2258.4014,10.1338825,102.03295,71.58599,6200.0493,0.98879814,1415.903
2025-08-01,3.709798,0.093964,-2.408727,8.936795,11.018211,-0.140553,3.424815,-10.242931,8.84657,10.915665,8.462914,39260.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-31,,,,,,,,,,,,,58.492638,1.7189896,2.7877522,5.7050843,2.1835582,100.492134,82.01331,75.76968,1.6735381,57.38477,106.60218,1.5334101,101.70765,101.15588,86.140945,102.42577,39.475807,-3.065567,1395.502,156.66028,103.27847,2.0437405,100.41226,82.386635,99.360954,1.4698678,709.6414,121.64465,1193.2947,105.82737,0.02108778,1.6941513,103.255936,5197.189,1.9161779,2564.6533,49.456345,632.5474,108.67344,108.95282,3298.3977,99.85593,3309.0464,8330.542,1.1008465,7.2234855,101.40254,0.12719503,12.169647,19719.26,1.7892315,2892.332,100.95763,1.6496576,101.17138,-0.018105712,104.9716,-0.46822292,98.90248,105.99743,1340.2035,5208.265,99.998795,3371.2788,100.67268,99.758705,65.65916,45.315952,100.20292,3090.6833,105.09423,105.736244,78.5833,2.2722366,905.4132,-0.06768568,62.99173,162.15356,101.820946,-0.004296258,-5.1221943,52.12073,52.533752,13.3600235,1404.4937,55.156723,1.3139234,948.8831,100.115906,0.08598173,3497.684,36.12159,148.47458,101.02926,1010.0968,-6.0019836,2410.8535,818.34485,58.353188,89.10266,5.002536,104.78302,144.0837,218839.38,101.08138,7.1971836,73.602646,3.2782545,1.6056352,0.024330243,3752.997,51.407494,2.2739456,1081.3575,52.638218,108.943634,58.496666,47.792694,357.4104,3273.366,103.88388,1053.1367,7.920351,1.8360814,1609.7758,9.032127,207.64351,2222.3875,10.305939,101.47086,72.027725,6204.4697,0.9875729,1409.9583
2025-09-01,4.18,0.024497,-2.441749,9.19996,10.487627,-0.023596,3.346288,-10.271059,8.943491,11.066749,8.485263,42425.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
